theta        omega       
0.32421519   -0.23620322 
0.31907648   -0.24298054 
0.31379383   -0.24965206 
0.30836965   -0.25621472 
0.30280643   -0.26266547 
0.29710624   -0.26900175 
0.29127122   -0.27522079 
0.28530402   -0.28131935 
0.27920736   -0.28729425 
0.27298399   -0.29314243 
0.26663671   -0.29886087 
0.26016838   -0.30444666 
0.25358190   -0.30989695 
0.24688019   -0.31520899 
0.24006626   -0.32038010 
0.23314314   -0.32540768 
0.22611391   -0.33028920 
0.21898170   -0.33502225 
0.21174969   -0.33960445 
0.20442109   -0.34403355 
0.19699918   -0.34830733 
0.18948727   -0.35242370 
0.18188872   -0.35638062 
0.17420694   -0.36017614 
0.16644538   -0.36380838 
0.15860754   -0.36727557 
0.15069698   -0.37057599 
0.14271728   -0.37370801 
0.13467208   -0.37667009 
0.12656507   -0.37946076 
0.11839998   -0.38207864 
0.11018060   -0.38452243 
0.10191074   -0.38679089 
0.09359429   -0.38888290 
0.08523514   -0.39079738 
0.07683647   -0.39253348 
0.06840179   -0.39409025 
0.05993520   -0.39546673 
0.05144078   -0.39666205 
0.04292260   -0.39767548 
0.03438471   -0.39850638 
0.02583114   -0.39915420 
0.01726591   -0.39961852 
0.00869301   -0.39989901 
0.00011642   -0.39999547 
-0.00845988  -0.39990778 
-0.01703195  -0.39963595 
-0.02559587  -0.39918007 
-0.03414770  -0.39854037 
-0.04268356  -0.39771717 
-0.05119957  -0.39671088 
-0.05969185  -0.39552205 
-0.06815656  -0.39415131 
-0.07658987  -0.39259941 
-0.08498797  -0.39086721 
-0.09334704  -0.38895567 
-0.10166332  -0.38686584 
-0.10993304  -0.38459892 
-0.11815245  -0.38215618 
-0.12631781  -0.37953901 
-0.13442542  -0.37674890 
-0.14247157  -0.37378746 
-0.15045259  -0.37065639 
-0.15836480  -0.36735752 
-0.16620459  -0.36389273 
-0.17396897  -0.36026322 
-0.18165455  -0.35647055 
-0.18925763  -0.35251673 
-0.19677457  -0.34840382 
-0.20420183  -0.34413394 
-0.21153590  -0.33970926 
-0.21877338  -0.33513200 
-0.22591092  -0.33040444 
-0.23294522  -0.32552892 
-0.23987309  -0.32050784 
-0.24669138  -0.31534363 
-0.25339701  -0.31003880 
-0.25998699  -0.30459591 
-0.26645838  -0.29901757 
-0.27280832  -0.29330645 
-0.27903401  -0.28746527 
-0.28513274  -0.28149681 
-0.29110183  -0.27540390 
-0.29693872  -0.26918943 
-0.30264087  -0.26285634 
-0.30820585  -0.25640764 
-0.31363127  -0.24984637 
-0.31891483  -0.24317565 
-0.32405429  -0.23639864 
-0.32904748  -0.22951856 
-0.33389230  -0.22253869 
-0.33858672  -0.21546235 
-0.34312878  -0.20829294 
-0.34751658  -0.20103389 
-0.35174832  -0.19368863 
-0.35582234  -0.18625966 
-0.35973679  -0.17875007 
-0.36348985  -0.17116334 
-0.36707976  -0.16350290 
-0.37050486  -0.15577224 
-0.37376357  -0.14797481 
-0.37685441  -0.14011409 
-0.37977597  -0.13219355 
-0.38252692  -0.12421667 
-0.38510604  -0.11618693 
-0.38751217  -0.10810783 
-0.38974425  -0.09998285 
-0.39180131  -0.09181549 
-0.39368245  -0.08360925 
-0.39538687  -0.07536763 
-0.39691384  -0.06709414 
-0.39826273  -0.05879230 
-0.39943300  -0.05046562 
-0.40042417  -0.04211762 
-0.40123587  -0.03375182 
-0.40186781  -0.02537176 
-0.40231978  -0.01698096 
-0.40259166  -0.00858297 
-0.40268342  -0.00018132 
-0.40259510  0.00822044  
-0.40232684  0.01661876  
-0.40187886  0.02501008  
-0.40125147  0.03339086  
-0.40044507  0.04175753  
-0.39946009  0.05010659  
-0.39829670  0.05843512  
-0.39695528  0.06673954  
-0.39543632  0.07501613  
-0.39374043  0.08326118  
-0.39186826  0.09147102  
-0.38982057  0.09964202  
-0.38759818  0.10777055  
-0.38520200  0.11585303  
-0.38263300  0.12388590  
-0.37989224  0.13186562  
-0.37698087  0.13978871  
-0.37390010  0.14765168  
-0.37065123  0.15545108  
-0.36723563  0.16318350  
-0.36365476  0.17084554  
-0.35991014  0.17843386  
-0.35600339  0.18594510  
-0.35193619  0.19337596  
-0.34771032  0.20072318  
-0.34332761  0.20798349  
-0.33878999  0.21515367  
-0.33409946  0.22223054  
-0.32925810  0.22921092  
-0.32426808  0.23609169  
-0.31913162  0.24286972  
-0.31385105  0.24954194  
-0.30842876  0.25610530  
-0.30286723  0.26255677  
-0.29716900  0.26889335  
-0.29133657  0.27511219  
-0.28537188  0.28121093  
-0.27927755  0.28718647  
-0.27305635  0.29303568  
-0.26671113  0.29875550  
-0.26024475  0.30434297  
-0.25366015  0.30979519  
-0.24696027  0.31510937  
-0.24014812  0.32028279  
-0.23322677  0.32531281  
-0.22619930  0.33019688  
-0.21906884  0.33493253  
-0.21183860  0.33951739  
-0.20451178  0.34394914  
-0.19709166  0.34822558  
-0.18958156  0.35234457  
-0.18198483  0.35630407  
-0.17430488  0.36010210  
-0.16654514  0.36373678  
-0.15870912  0.36720633  
-0.15080034  0.37050902  
-0.14282239  0.37364322  
-0.13477887  0.37660739  
-0.12667347  0.37940007  
-0.11850988  0.38201987  
-0.11029187  0.38446551  
-0.10202322  0.38673576  
-0.09370778  0.38882950  
-0.08534943  0.39074569  
-0.07695211  0.39248337  
-0.06851969  0.39404156  
-0.06005579  0.39541909  
-0.05156429  0.39661518  
-0.04304910  0.39762918  
-0.03451416  0.39846055  
-0.02596338  0.39910884  
-0.01740068  0.39957370  
-0.00883000  0.39985490  
-0.00025527  0.39995228  
0.00831959   0.39986579  
0.01689063   0.39959550  
0.02545393   0.39914155  
